race_id,race_date,stadium_code,stadium_name,race_no,distance_m,grade,meeting_day_no,meeting_day_label,is_final_day,weather_condition,weather_temp_c,wind_speed_m,wind_direction_code,water_temp_c,wave_height_cm,first_place_lane,second_place_lane,third_place_lane,exacta_combo,exacta_payout,trifecta_combo,trifecta_payout,winning_technique,a1_count,a2_count,b1_count,b2_count,avg_national_win_rate,max_national_win_rate,lane1_national_win_rate,lane1_local_win_rate,lane1_motor_place_rate,best_exhibition_time,best_exhibition_lane,lane1_vs_best_exhibition_diff,is_rough_race
202401290602,2024-01-29,06,浜名湖,2,1800,一般,5,第5日,False,曇り,,3,,,1,1,2,5,1-2,570,1-2-5,3870,逃げ,6,0,0,0,6.998,7.6,6.86,6.98,36.81,6.66,1,0.0,0
202401290608,2024-01-29,06,浜名湖,8,1800,一般,5,第5日,False,晴,,0,,,0,1,2,5,1-2,360,1-2-5,1720,逃げ,6,0,0,0,6.957,7.55,7.2,7.48,29.33,6.62,2,0.06,0
202401290709,2024-01-29,07,蒲郡,9,1800,一般,5,第5日,False,晴,,2,,,1,4,5,1,4-5,7070,4-5-1,31410,まくり差し,0,2,4,0,5.128,6.29,5.65,5.18,33.08,6.69,2,0.01,1
202401290812,2024-01-29,08,常滑,12,1800,一般,4,第4日,False,晴,,1,,,0,1,4,3,1-4,530,1-4-3,2310,逃げ,5,1,0,0,6.483,7.11,7.11,5.42,61.54,6.7,2,0.09,0
202401291003,2024-01-29,10,三国,3,1800,一般,4,第4日,False,晴,,2,,,2,2,3,4,2-3,10020,2-3-4,38920,差し,1,1,4,0,5.16,6.79,6.79,6.85,26.32,6.55,4,0.1,1
202401291010,2024-01-29,10,三国,10,1800,一般,4,第4日,False,晴,,2,,,2,1,4,6,1-4,650,1-4-6,4840,逃げ,3,2,1,0,5.847,7.08,7.08,6.98,37.26,6.65,1,0.0,0
202401291011,2024-01-29,10,三国,11,1800,一般,4,第4日,False,晴,,4,,,4,2,1,4,2-1,870,2-1-4,2770,差し,2,1,3,0,5.697,6.86,6.86,7.56,34.29,6.61,3,0.1,0
202401291407,2024-01-29,14,鳴門,7,1800,一般,3,第3日,False,晴,,1,,,1,1,2,4,1-2,240,1-2-4,930,逃げ,0,2,4,0,4.607,5.72,5.54,0.0,42.57,6.75,4,0.04,0
202401291504,2024-01-29,15,丸亀,4,1800,一般,6,第6日,False,晴,,1,,,1,1,2,3,1-2,760,1-2-3,1340,逃げ,0,2,4,0,4.513,5.55,3.01,0.0,36.05,6.68,6,0.05,0
202401291904,2024-01-29,19,下関,4,1800,一般,1,第1日,False,晴,,3,,,3,5,2,6,5-2,780,5-2-6,1350,差し,1,2,2,1,4.937,6.52,4.6,3.33,42.45,6.63,3,0.08,0
202401300110,2024-01-30,01,桐生,10,1800,一般,4,第4日,False,晴,,2,,,1,1,5,6,1-5,1500,1-5-6,15450,逃げ,2,2,2,0,5.763,6.65,6.58,7.24,6.67,6.68,1,0.0,1
202401300507,2024-01-30,05,多摩川,7,1800,一般,1,第1日,False,晴,,2,,,2,1,5,4,1-5,590,1-5-4,1080,逃げ,2,1,3,0,5.243,6.9,5.87,5.46,22.63,6.69,3,0.1,0
202401300912,2024-01-30,09,津,12,1800,一般,6,第6日,False,晴,,1,,,1,1,2,4,1-2,290,1-2-4,890,逃げ,1,3,2,0,5.808,7.3,7.3,6.57,20.0,6.68,4,0.07,0
202401301303,2024-01-30,13,尼崎,3,1800,一般,2,第2日,False,晴,,0,,,0,6,3,1,6-3,23890,6-3-1,31690,まくり差し,1,1,4,0,5.008,6.77,6.22,2.73,34.44,6.79,6,0.01,1
202401301901,2024-01-30,19,下関,1,1800,一般,2,第2日,False,晴,,1,,,1,2,5,4,2-5,4750,2-5-4,10990,まくり,0,1,5,0,4.718,5.8,4.64,3.1,32.47,6.69,5,0.06,1
202401301903,2024-01-30,19,下関,3,1800,一般,2,第2日,False,曇り,,1,,,1,3,6,2,3-6,710,3-6-2,1990,まくり差し,0,2,3,1,4.585,6.25,3.71,5.0,32.28,6.7,1,0.0,0
202401301904,2024-01-30,19,下関,4,1800,一般,2,第2日,False,曇り,,1,,,1,1,5,4,1-5,1760,1-5-4,4460,逃げ,1,2,3,0,5.077,6.48,5.76,5.87,28.71,6.72,6,0.02,0
202401310111,2024-01-31,01,桐生,11,1800,一般,5,第5日,False,晴,,1,,,1,1,2,3,1-2,320,1-2-3,1620,逃げ,1,3,2,0,5.868,6.65,6.56,6.58,38.46,6.68,2,0.03,0
202401310205,2024-01-31,02,戸田,5,1800,一般,1,第1日,False,晴,,1,,,1,1,2,4,1-2,1390,1-2-4,3440,逃げ,1,1,4,0,4.825,6.61,5.66,5.4,20.59,6.67,2,0.1,0
202401311308,2024-01-31,13,尼崎,8,1800,一般,3,第3日,False,曇り,,3,,,0,1,3,6,1-3,480,1-3-6,3810,逃げ,2,1,3,0,5.607,6.81,4.82,5.14,39.57,6.79,3,0.07,0
202401311412,2024-01-31,14,鳴門,12,1800,一般,5,第5日,False,曇り,,3,,,3,1,5,2,1-5,840,1-5-2,2470,逃げ,4,1,1,0,6.307,6.86,6.53,6.61,27.57,6.79,6,0.11,0
202401312301,2024-01-31,23,唐津,1,1800,一般,1,第1日,False,雨,,1,,,1,1,5,6,1-5,1080,1-5-6,2780,恵まれ,0,1,5,0,4.503,5.26,5.26,5.45,40.4,6.67,2,0.05,0
202401312303,2024-01-31,23,唐津,3,1800,一般,1,第1日,False,雨,,0,,,0,3,6,4,3-6,8830,3-6-4,60390,まくり,1,1,4,0,5.23,6.46,6.46,5.95,37.89,6.69,1,0.0,1
202402010501,2024-02-01,05,多摩川,1,1800,一般,3,第3日,False,曇り,,1,,,2,1,2,4,1-2,1170,1-2-4,1940,逃げ,1,1,4,0,4.975,6.42,3.32,4.59,43.54,6.81,2,0.02,0
202402010504,2024-02-01,05,多摩川,4,1800,一般,3,第3日,False,曇り,,2,,,2,5,6,3,5-6,3440,5-6-3,13540,まくり,1,1,4,0,5.617,6.57,5.64,3.6,27.59,6.78,6,0.02,1
202402011308,2024-02-01,13,尼崎,8,1800,一般,4,第4日,False,曇り,,3,,,0,1,4,5,1-4,320,1-4-5,980,逃げ,2,2,2,0,5.69,6.83,6.83,8.14,23.87,6.87,4,0.03,0
202402011309,2024-02-01,13,尼崎,9,1800,一般,4,第4日,False,曇り,,0,,,0,1,3,4,1-3,280,1-3-4,840,逃げ,2,2,2,0,5.832,6.54,6.54,6.79,24.12,6.76,3,0.11,0
202402011411,2024-02-01,14,鳴門,11,1800,一般,6,第6日,False,曇り,,2,,,2,1,4,5,1-4,410,1-4-5,2150,逃げ,1,1,4,0,5.427,6.59,6.59,6.11,36.17,6.76,4,0.12,0
202402011502,2024-02-01,15,丸亀,2,1800,一般,2,第2日,False,曇り,,3,,,3,5,3,1,5-3,3560,5-3-1,12510,まくり差し,0,1,3,2,4.235,5.7,4.19,4.45,31.68,6.7,5,0.01,1
202402011511,2024-02-01,15,丸亀,11,1800,一般,2,第2日,False,曇り,,5,,,5,2,3,5,2-3,4500,2-3-5,26960,差し,1,3,2,0,5.425,6.12,5.71,6.13,22.12,6.64,6,0.02,1
202402011912,2024-02-01,19,下関,12,1800,一般,4,第4日,False,曇り,,4,,,4,1,3,6,1-3,290,1-3-6,930,逃げ,2,1,3,0,4.993,6.32,6.16,6.35,30.39,6.8,3,0.01,0
202402020807,2024-02-02,08,常滑,7,1800,一般,1,第1日,False,晴,,4,,,3,3,1,5,3-1,470,3-1-5,600,まくり,1,1,3,1,4.463,6.13,4.39,4.88,51.35,6.6,3,0.1,0
202402021611,2024-02-02,16,児島,11,1800,一般,1,第1日,False,晴,,3,,,3,1,2,4,1-2,260,1-2-4,820,逃げ,0,4,2,0,5.223,5.68,5.68,6.41,31.25,6.74,1,0.0,0
202402021905,2024-02-02,19,下関,5,1800,一般,5,第5日,False,晴,,3,,,3,1,5,6,1-5,340,1-5-6,710,逃げ,1,2,3,0,5.217,6.69,5.6,6.47,33.67,6.72,1,0.0,0
202402022004,2024-02-02,20,若松,4,1800,一般,4,第4日,False,晴,,1,,,1,1,4,3,1-4,740,1-4-3,3360,逃げ,0,2,4,0,5.05,6.01,4.94,5.58,37.84,6.82,1,0.0,0
202402030404,2024-02-03,04,平和島,4,1800,一般,1,第1日,False,晴,,3,,,3,5,3,2,5-3,2910,5-3-2,14040,まくり,6,0,0,0,6.688,7.25,6.07,6.64,30.47,6.76,5,0.1,1
202402030510,2024-02-03,05,多摩川,10,1800,一般,5,第5日,False,晴,,1,,,2,4,5,6,4-5,1770,4-5-6,6000,まくり,1,4,1,0,5.792,6.77,5.69,5.08,33.14,6.69,6,0.04,0
202402030511,2024-02-03,05,多摩川,11,1800,一般,5,第5日,False,晴,,2,,,2,2,1,4,2-1,1000,2-1-4,3110,差し,2,2,2,0,5.527,6.3,6.07,6.52,24.22,6.74,4,0.03,0
202402030806,2024-02-03,08,常滑,6,1800,一般,2,第2日,False,晴,,2,,,1,2,3,6,2-3,2230,2-3-6,6130,まくり,1,2,3,0,5.03,6.58,4.21,3.31,30.56,6.66,3,0.01,0
202402031507,2024-02-03,15,丸亀,7,1800,一般,4,第4日,False,雨,,1,,,1,1,3,5,1-3,310,1-3-5,680,逃げ,1,2,3,0,5.303,6.79,5.34,4.7,23.3,6.68,6,0.07,0
202402032409,2024-02-03,24,大村,9,1800,一般,3,第3日,False,雨,,2,,,1,5,1,6,5-1,4650,5-1-6,21770,まくり差し,1,2,3,0,5.42,6.95,6.95,7.61,41.4,6.84,1,0.0,1
202402040403,2024-02-04,04,平和島,3,1800,一般,2,第2日,False,曇り,,0,,,3,2,4,3,2-4,2000,2-4-3,6920,まくり,6,0,0,0,6.688,7.57,6.35,6.74,33.08,6.67,2,0.1,0
202402040801,2024-02-04,08,常滑,1,1800,一般,3,第3日,False,晴,,2,,,1,2,1,5,2-1,2350,2-1-5,17170,差し,0,0,6,0,4.098,5.14,3.9,4.04,18.75,6.77,2,0.01,1
202402040805,2024-02-04,08,常滑,5,1800,一般,3,第3日,False,晴,,3,,,2,1,2,3,1-2,340,1-2-3,670,逃げ,1,2,2,1,4.968,6.58,4.53,5.18,25.0,6.72,4,0.03,0
202402041210,2024-02-04,12,住之江,10,1800,一般,2,第2日,False,晴,,2,,,1,1,4,3,1-4,500,1-4-3,1150,逃げ,0,4,2,0,5.603,6.08,5.75,4.94,47.83,6.8,1,0.0,0
202402041506,2024-02-04,15,丸亀,6,1800,一般,5,第5日,False,晴,,2,,,2,1,4,3,1-4,370,1-4-3,690,逃げ,1,2,2,1,4.652,6.79,5.51,5.36,33.64,6.67,1,0.0,0
202402041901,2024-02-04,19,下関,1,1800,一般,7,第7日,False,曇り,,2,,,2,1,5,4,1-5,1340,1-5-4,5770,逃げ,0,1,4,1,4.365,5.24,4.7,5.0,46.56,6.69,6,0.05,0
202402042311,2024-02-04,23,唐津,11,1800,一般,5,第5日,False,晴,,5,,,5,2,1,5,2-1,380,2-1-5,1210,差し,2,3,1,0,5.857,7.23,6.05,6.55,36.96,6.77,2,0.19,0
202402050405,2024-02-05,04,平和島,5,1800,一般,3,第3日,False,雨,,2,,,3,6,5,1,6-5,17610,6-5-1,76510,まくり差し,6,0,0,0,6.568,7.47,6.64,7.16,31.25,6.65,6,0.07,1
202402050905,2024-02-05,09,津,5,1800,一般,3,第3日,False,雨,,0,,,0,1,3,2,1-3,320,1-3-2,640,逃げ,0,1,4,1,4.517,5.67,5.67,6.25,39.47,6.63,2,0.06,0
202402051110,2024-02-05,11,びわこ,10,1800,一般,3,第3日,False,雨,,3,,,4,1,2,3,1-2,260,1-2-3,780,逃げ,0,3,3,0,4.965,6.38,6.38,5.62,36.13,6.78,6,0.03,0
202402051402,2024-02-05,14,鳴門,2,1800,一般,1,第1日,False,雨,,3,,,3,3,2,1,3-2,3640,3-2-1,13720,まくり,1,2,3,0,5.073,6.57,5.68,5.32,37.13,6.83,1,0.0,1
202402051809,2024-02-05,18,徳山,9,1800,一般,5,第5日,False,雨,,1,,,1,1,2,3,1-2,260,1-2-3,990,逃げ,1,3,2,0,5.625,6.74,5.86,5.61,29.82,6.9,6,0.03,0
202402051810,2024-02-05,18,徳山,10,1800,一般,5,第5日,False,雨,,1,,,1,1,2,3,1-2,150,1-2-3,440,逃げ,0,5,1,0,5.877,6.98,5.8,5.86,37.44,6.84,1,0.0,0
202402052410,2024-02-05,24,大村,10,1800,一般,5,第5日,False,曇り,,5,,,4,4,1,3,4-1,1070,4-1-3,3830,抜き,1,4,1,0,5.635,6.9,5.34,4.98,23.23,6.83,3,0.05,0
202402060401,2024-02-06,04,平和島,1,1800,一般,4,第4日,False,雨,,4,,,3,6,5,3,6-5,3710,6-5-3,20710,まくり差し,6,0,0,0,6.46,7.37,6.42,6.13,35.25,6.64,6,0.06,1
202402060701,2024-02-06,07,蒲郡,1,1800,一般,2,第2日,False,晴,,5,,,3,3,2,4,3-2,3740,3-2-4,10680,まくり差し,6,0,0,0,6.457,6.66,6.29,6.19,33.87,6.68,3,0.03,1
202402060706,2024-02-06,07,蒲郡,6,1800,一般,2,第2日,False,晴,,4,,,2,1,4,5,1-4,1250,1-4-5,2170,逃げ,6,0,0,0,6.802,8.14,6.6,5.59,34.53,6.65,5,0.02,0
202402061109,2024-02-06,11,びわこ,9,1800,一般,4,第4日,False,曇り,,0,,,1,1,4,5,1-4,580,1-4-5,1890,逃げ,0,3,3,0,4.873,5.96,5.96,6.08,28.81,6.65,3,0.05,0
202402061401,2024-02-06,14,鳴門,1,1800,一般,2,第2日,False,晴,,5,,,5,1,3,4,1-3,230,1-3-4,450,逃げ,1,0,3,2,3.848,6.57,6.57,0.0,25.65,6.92,2,0.01,0
202402061507,2024-02-06,15,丸亀,7,1800,一般,7,第7日,False,雨,,3,,,3,5,1,6,5-1,910,5-1-6,6380,まくり差し,1,1,4,0,5.042,6.52,5.7,6.95,37.25,6.61,5,0.02,0
202402070102,2024-02-07,01,桐生,2,1800,一般,1,第1日,False,晴,,1,,,1,1,6,4,1-6,3630,1-6-4,14000,逃げ,0,1,5,0,5.195,6.09,4.74,4.09,30.0,6.64,6,0.04,1
202402070105,2024-02-07,01,桐生,5,1800,一般,1,第1日,False,晴,,0,,,0,1,2,6,1-2,520,1-2-6,4520,逃げ,0,2,4,0,5.07,6.19,4.63,4.62,25.0,6.57,6,0.12,0
202402070401,2024-02-07,04,平和島,1,1800,一般,5,第5日,False,晴,,3,,,3,1,4,2,1-4,500,1-4-2,1550,逃げ,6,0,0,0,6.382,6.91,6.3,5.91,30.08,6.64,1,0.0,0
202402070407,2024-02-07,04,平和島,7,1800,一般,5,第5日,False,晴,,2,,,3,2,4,1,2-4,1820,2-4-1,6150,差し,6,0,0,0,6.655,7.21,5.46,6.12,35.07,6.77,1,0.0,0
202402070709,2024-02-07,07,蒲郡,9,1800,一般,3,第3日,False,晴,,3,,,1,1,4,5,1-4,330,1-4-5,650,逃げ,6,0,0,0,6.708,7.41,6.67,6.92,34.53,6.71,1,0.0,0
202402070907,2024-02-07,09,津,7,1800,一般,5,第5日,False,晴,,3,,,2,3,1,6,3-1,960,3-1-6,2370,まくり差し,1,2,3,0,5.405,6.36,6.02,3.41,22.22,6.64,1,0.0,0
202402071411,2024-02-07,14,鳴門,11,1800,一般,3,第3日,False,晴,,3,,,3,2,3,6,2-3,1560,2-3-6,8950,まくり,0,2,4,0,4.802,5.99,4.33,5.13,40.47,6.83,2,0.1,0
202402071610,2024-02-07,16,児島,10,1800,一般,6,第6日,False,晴,,3,,,3,1,5,4,1-5,1360,1-5-4,4850,逃げ,0,3,3,0,4.97,5.73,5.55,4.7,38.78,6.69,1,0.0,0
202402072101,2024-02-07,21,芦屋,1,1800,一般,4,第4日,False,曇り,,2,,,2,1,3,4,1-3,880,1-3-4,2700,逃げ,6,0,0,0,6.25,6.83,6.51,7.75,37.5,6.75,3,0.09,0
202402080110,2024-02-08,01,桐生,10,1800,一般,2,第2日,False,晴,,6,,,4,2,5,1,2-5,1060,2-5-1,3210,差し,0,3,3,0,5.517,6.04,5.35,3.68,21.74,6.74,2,0.15,0
202402080404,2024-02-08,04,平和島,4,1800,一般,6,第6日,False,晴,,2,,,3,1,6,4,1-6,1730,1-6-4,6180,逃げ,6,0,0,0,6.45,7.01,5.67,6.8,28.68,6.72,4,0.05,0
202402080602,2024-02-08,06,浜名湖,2,1800,一般,2,第2日,False,晴,,4,,,2,1,3,2,1-3,500,1-3-2,1070,逃げ,0,0,6,0,4.08,4.57,4.48,4.16,32.95,6.73,6,0.07,0
202402080609,2024-02-08,06,浜名湖,9,1800,一般,2,第2日,False,晴,,2,,,1,1,5,2,1-5,650,1-5-2,1960,逃げ,0,0,5,1,3.897,5.55,5.55,5.34,45.16,6.69,4,0.02,0
202402080707,2024-02-08,07,蒲郡,7,1800,一般,4,第4日,False,晴,,4,,,2,5,6,3,5-6,3410,5-6-3,16300,まくり差し,6,0,0,0,6.533,7.41,6.77,6.94,42.19,6.61,4,0.15,1
202402080710,2024-02-08,07,蒲郡,10,1800,一般,4,第4日,False,晴,,5,,,3,1,2,4,1-2,490,1-2-4,1880,逃げ,6,0,0,0,7.127,7.53,7.53,6.9,32.88,6.66,5,0.07,0
202402080908,2024-02-08,09,津,8,1800,一般,6,第6日,False,晴,,5,,,3,2,6,4,2-6,1350,2-6-4,5950,差し,0,2,3,1,4.242,5.63,5.46,5.41,31.11,6.66,2,0.05,0
202402081109,2024-02-08,11,びわこ,9,1800,一般,6,第6日,False,曇り,,2,,,2,1,3,6,1-3,590,1-3-6,3330,逃げ,0,3,3,0,5.033,6.15,6.15,5.81,31.67,6.64,2,0.13,0
202402081111,2024-02-08,11,びわこ,11,1800,一般,6,第6日,False,曇り,,0,,,1,1,2,4,1-2,190,1-2-4,1060,逃げ,0,3,3,0,5.292,6.28,5.89,5.72,40.85,6.63,1,0.0,0
202402081204,2024-02-08,12,住之江,4,1800,一般,6,第6日,False,曇り,,3,,,1,4,5,1,4-5,17680,4-5-1,57450,まくり,0,4,2,0,5.868,6.13,5.83,5.27,34.95,6.91,1,0.0,1
202402081412,2024-02-08,14,鳴門,12,1800,一般,4,第4日,False,晴,,3,,,3,4,2,3,4-2,2430,4-2-3,4810,恵まれ,2,2,2,0,5.882,8.09,8.09,8.93,28.5,6.78,3,,0
202402091004,2024-02-09,10,三国,4,1800,一般,1,第1日,False,晴,,2,,,2,1,3,5,1-3,220,1-3-5,2870,逃げ,1,2,2,1,5.277,6.79,6.79,6.59,32.82,6.51,5,0.16,0
202402092012,2024-02-09,20,若松,12,1800,一般,2,第2日,False,晴,,3,,,3,2,1,3,2-1,560,2-1-3,2160,差し,1,3,2,0,5.605,6.12,5.97,0.0,63.16,6.75,2,0.07,0
202402100107,2024-02-10,01,桐生,7,1800,一般,4,第4日,False,曇り,,2,,,1,1,2,3,1-2,420,1-2-3,680,逃げ,1,1,4,0,5.012,6.53,6.53,6.0,25.0,6.71,3,0.05,0
202402100111,2024-02-10,01,桐生,11,1800,一般,4,第4日,False,雨,,3,,,2,2,3,6,2-3,2360,2-3-6,15150,まくり,1,5,0,0,5.84,6.34,5.14,4.79,44.0,6.71,4,0.06,1
202402100208,2024-02-10,02,戸田,8,1800,一般,3,第3日,False,晴,,0,,,0,3,1,6,3-1,360,3-1-6,960,まくり,0,1,3,2,3.783,5.59,2.75,3.21,51.47,6.61,1,0.0,0
202402100605,2024-02-10,06,浜名湖,5,1800,一般,4,第4日,False,晴,,4,,,2,2,6,3,2-6,1470,2-6-3,11450,まくり,0,0,6,0,4.662,5.59,5.51,5.89,31.28,6.69,2,0.11,1
202402100611,2024-02-10,06,浜名湖,11,1800,一般,4,第4日,False,晴,,2,,,1,1,3,6,1-3,370,1-3-6,1490,逃げ,0,0,6,0,4.203,4.8,3.91,4.65,34.22,6.67,1,0.0,0
202402100710,2024-02-10,07,蒲郡,10,1800,一般,6,第6日,False,晴,,4,,,2,3,1,5,3-1,1210,3-1-5,3780,まくり差し,6,0,0,0,6.72,7.33,6.58,7.71,44.0,6.68,2,0.14,0
202402100712,2024-02-10,07,蒲郡,12,1800,一般,6,第6日,False,晴,,4,,,2,1,4,5,1-4,430,1-4-5,1620,逃げ,6,0,0,0,7.197,8.14,8.14,8.35,32.24,6.65,1,0.0,0
202402100806,2024-02-10,08,常滑,6,1800,一般,2,第2日,False,晴,,2,,,1,4,1,5,4-1,1540,4-1-5,29860,まくり,1,1,3,1,4.848,6.35,4.95,3.65,18.92,6.72,4,0.05,1
202402102307,2024-02-10,23,唐津,7,1800,一般,4,第4日,False,晴,,2,,,2,4,3,2,4-3,1480,4-3-2,3090,差し,0,1,4,1,4.437,5.98,4.13,3.12,28.85,6.65,1,0.0,0
202402110104,2024-02-11,01,桐生,4,1800,一般,5,第5日,False,晴,,6,,,4,1,4,5,1-4,1090,1-4-5,5770,逃げ,1,2,3,0,5.413,6.34,6.04,0.0,27.78,6.74,1,0.0,0
202402110203,2024-02-11,02,戸田,3,1800,一般,4,第4日,False,晴,,4,,,2,1,3,2,1-3,1370,1-3-2,2890,逃げ,0,1,3,2,3.792,5.62,4.14,1.29,29.36,6.7,6,0.02,0
202402110207,2024-02-11,02,戸田,7,1800,一般,4,第4日,False,晴,,3,,,1,1,3,2,1-3,250,1-3-2,610,逃げ,0,1,4,1,3.387,5.33,5.33,5.38,37.93,6.67,4,0.08,0
202402110210,2024-02-11,02,戸田,10,1800,一般,4,第4日,False,晴,,0,,,0,2,5,1,2-5,4510,2-5-1,15740,差し,0,2,3,1,4.332,5.64,5.55,5.77,38.89,6.69,1,0.0,1
202402110602,2024-02-11,06,浜名湖,2,1800,一般,5,第5日,False,晴,,2,,,1,1,2,4,1-2,300,1-2-4,2160,逃げ,0,0,5,1,4.385,5.49,5.49,5.09,32.18,6.63,2,0.06,0
202402110611,2024-02-11,06,浜名湖,11,1800,一般,5,第5日,False,晴,,3,,,1,1,2,3,1-2,290,1-2-3,580,逃げ,0,0,6,0,4.747,5.55,5.55,5.34,45.16,6.65,2,0.04,0
202402111010,2024-02-11,10,三国,10,1800,一般,3,第3日,False,晴,,1,,,1,2,1,6,2-1,1550,2-1-6,3250,差し,1,2,2,1,5.252,6.96,5.72,5.41,35.35,6.67,6,0.04,0
202402111012,2024-02-11,10,三国,12,1800,一般,3,第3日,False,晴,,2,,,2,1,4,6,1-4,260,1-4-6,1230,逃げ,2,3,1,0,5.717,6.59,5.66,6.69,39.22,6.69,1,0.0,0
202402111408,2024-02-11,14,鳴門,8,1800,一般,1,第1日,False,晴,,4,,,4,4,2,6,4-2,1910,4-2-6,7970,差し,1,1,4,0,5.162,6.75,5.02,6.71,30.81,6.8,6,0.11,0
202402111710,2024-02-11,17,宮島,10,1800,一般,2,第2日,False,晴,,2,,,2,1,2,3,1-2,400,1-2-3,1170,逃げ,6,0,0,0,6.143,7.4,6.3,7.03,40.0,6.66,3,0.04,0
202402111906,2024-02-11,19,下関,6,1200,一般,1,第1日,False,曇り,,5,,,5,1,2,3,1-2,420,1-2-3,1530,逃げ,1,2,3,0,5.265,6.73,6.73,5.46,32.35,6.67,1,0.0,0
202402120103,2024-02-12,01,桐生,3,1800,一般,6,第6日,False,晴,,7,,,6,2,1,4,2-1,790,2-1-4,3070,差し,0,2,4,0,5.098,5.81,5.74,5.0,50.0,6.88,6,0.12,0
202402120301,2024-02-12,03,江戸川,1,1800,一般,2,第2日,False,晴,,7,,,5,1,6,2,1-6,990,1-6-2,2200,逃げ,0,0,5,1,3.472,5.04,4.08,5.19,40.24,6.44,6,0.12,0
202402120309,2024-02-12,03,江戸川,9,1800,一般,2,第2日,False,晴,,4,,,5,4,3,5,4-3,2740,4-3-5,7370,差し,0,3,3,0,5.19,7.02,5.04,5.75,34.44,6.56,3,0.08,0
202402121009,2024-02-12,10,三国,9,1800,一般,4,第4日,False,晴,,4,,,4,6,3,5,6-3,14260,6-3-5,68510,まくり差し,0,3,2,1,4.918,6.09,4.26,5.5,33.33,6.65,3,0.04,1
202402121407,2024-02-12,14,鳴門,7,1800,一般,2,第2日,False,晴,,6,,,6,4,3,1,4-3,1160,4-3-1,5610,差し,1,1,4,0,4.915,6.36,4.53,5.09,45.81,6.94,1,0.0,0
202402121601,2024-02-12,16,児島,1,1800,一般,1,第1日,False,晴,,2,,,3,4,5,1,4-5,2370,4-5-1,5520,まくり,0,1,5,0,4.015,5.06,5.06,4.86,47.27,6.7,6,0.14,0
202402121902,2024-02-12,19,下関,2,1800,一般,2,第2日,False,晴,,2,,,2,1,3,6,1-3,560,1-3-6,3850,逃げ,0,0,6,0,4.728,5.43,5.08,4.5,44.06,6.66,6,0.05,0
202402121903,2024-02-12,19,下関,3,1800,一般,2,第2日,False,晴,,3,,,3,5,1,3,5-1,11810,5-1-3,34010,まくり,0,3,3,0,4.59,5.83,4.09,5.28,34.33,6.64,1,0.0,1
202402121908,2024-02-12,19,下関,8,1800,一般,2,第2日,False,晴,,1,,,1,1,3,2,1-3,470,1-3-2,1240,逃げ,1,1,4,0,4.698,6.22,6.22,0.0,35.24,6.67,3,0.05,0
202402122001,2024-02-12,20,若松,1,1800,一般,5,第5日,False,晴,,1,,,1,2,1,3,2-1,540,2-1-3,1160,差し,0,0,5,1,4.157,4.93,3.58,3.52,33.33,6.86,2,0.04,0
202402122008,2024-02-12,20,若松,8,1800,一般,5,第5日,False,晴,,1,,,1,1,2,3,1-2,380,1-2-3,620,逃げ,0,3,3,0,5.027,6.2,6.2,6.82,29.27,6.8,6,0.01,0
202402130309,2024-02-13,03,江戸川,9,1200,一般,3,第3日,False,,,,,,,,,,,,,,,0,3,2,1,5.25,6.32,5.65,6.17,37.57,,,,0
202402131311,2024-02-13,13,尼崎,11,1800,一般,5,第5日,False,晴,,6,,,4,2,1,3,2-1,750,2-1-3,2150,差し,6,0,0,0,7.103,7.76,7.65,7.59,32.29,6.74,1,0.0,0
202402131503,2024-02-13,15,丸亀,3,1800,一般,3,第3日,False,晴,,1,,,1,2,1,3,2-1,450,2-1-3,1220,差し,3,2,1,0,6.133,7.07,5.23,5.03,31.9,6.66,1,0.0,0
202402131903,2024-02-13,19,下関,3,1800,一般,3,第3日,False,晴,,1,,,1,1,3,5,1-3,460,1-3-5,1980,逃げ,1,2,3,0,5.205,6.22,4.24,4.33,46.27,6.72,3,0.02,0
202402140302,2024-02-14,03,江戸川,2,1800,一般,4,第4日,False,晴,,2,,,10,3,4,2,3-4,540,3-4-2,3070,まくり,1,0,4,1,4.567,6.53,4.38,5.17,32.72,6.56,3,0.11,0
202402140306,2024-02-14,03,江戸川,6,1800,一般,4,第4日,False,晴,,2,,,5,1,2,3,1-2,270,1-2-3,510,逃げ,0,2,2,2,4.245,7.02,4.33,4.38,36.72,6.51,3,0.11,0
202402140901,2024-02-14,09,津,1,1800,一般,3,第3日,False,晴,,1,,,1,1,3,5,1-3,230,1-3-5,1070,逃げ,1,0,5,0,4.703,6.53,6.53,5.9,37.93,6.7,1,0.0,0
202402141107,2024-02-14,11,びわこ,7,1800,一般,2,第2日,False,晴,,2,,,2,5,1,2,5-1,370,5-1-2,1550,まくり差し,1,1,4,0,5.145,7.25,5.77,6.12,37.99,6.66,1,0.0,0
202402141305,2024-02-14,13,尼崎,5,1800,一般,6,第6日,False,晴,,0,,,0,1,2,6,1-2,200,1-2-6,1680,逃げ,6,0,0,0,6.598,7.05,6.46,6.95,31.07,6.77,3,0.01,0
202402141507,2024-02-14,15,丸亀,7,1800,一般,4,第4日,False,曇り,,2,,,2,3,1,6,3-1,630,3-1-6,1470,まくり差し,3,3,0,0,6.477,7.4,6.85,6.49,41.24,6.71,3,0.03,0
